return_id,order_id,return_date,return_reason,return_amount
619,71114,2023-02-15,Changed Mind,256.35
620,27591,2023-05-03,Quality Issue,12.53
621,7381,2024-07-29,Wrong Item,31.42
622,16320,2025-12-21,Changed Mind,8.93
623,35312,2026-01-28,Changed Mind,15.27
624,395,2023-07-21,Damaged,48.7
625,26276,2022-12-11,Wrong Item,87.38
626,58416,2025-03-21,Quality Issue,33.54
627,56263,2025-04-14,Quality Issue,151.27
628,61212,2024-02-14,Quality Issue,91.84
629,13011,2025-01-06,Late Delivery,67.89
630,22532,2024-08-10,Late Delivery,20.33
631,24408,2022-11-18,Quality Issue,18.69
632,56417,2023-11-30,Damaged,16.53
633,49788,2023-06-03,Damaged,130.04
634,66960,2025-02-05,Changed Mind,14.44
635,6977,2024-12-07,Wrong Item,52.49
636,15842,2024-04-17,Quality Issue,43.08
637,58228,2022-02-13,Late Delivery,37.55
638,35593,2022-04-11,Wrong Item,18.66
639,71195,2025-10-09,Changed Mind,20.7
640,46028,2025-07-28,Damaged,18.55
641,59533,2023-03-19,Quality Issue,86.83
642,69369,2023-06-28,Late Delivery,28.72
643,3662,2025-01-29,Quality Issue,96.04
644,62365,2025-02-24,Wrong Item,23.52
645,68330,2024-11-14,Late Delivery,44.54
646,77280,2025-05-06,Late Delivery,116.3
647,18713,2024-12-07,Wrong Item,37.64
648,62459,2024-04-12,Late Delivery,67.78
649,13941,2022-11-25,Quality Issue,7.68
650,37828,2025-12-29,Late Delivery,11.38
651,34142,2024-11-18,Changed Mind,33.52
652,42727,2022-02-27,Late Delivery,40.04
653,70852,2024-08-21,Changed Mind,52.94
654,46253,2023-01-21,Damaged,8.42
655,1735,2022-11-23,Quality Issue,23.76
656,7569,2022-12-27,Damaged,6.38
657,53600,2024-04-12,Late Delivery,39.28
658,10865,2025-11-28,Late Delivery,32.71
659,4705,2022-06-16,Damaged,32.32
660,41993,2025-06-29,Changed Mind,11.67
661,32841,2024-01-02,Late Delivery,133.75
662,61577,2024-11-29,Late Delivery,23.87
663,22601,2025-09-06,Wrong Item,13.53
664,15052,2023-03-02,Late Delivery,17.85
665,15855,2022-02-04,Damaged,41.34
666,65513,2023-04-27,Quality Issue,17.43
667,51174,2025-10-18,Late Delivery,187.74
668,64855,2022-11-18,Quality Issue,14.4
669,18638,2024-07-15,Late Delivery,24.46
670,37616,2025-05-10,Late Delivery,42.69
671,29698,2025-02-02,Wrong Item,18.43
672,38976,2023-10-15,Quality Issue,67.51
673,59010,2025-09-21,Changed Mind,40.75
674,8213,2024-03-14,Quality Issue,80.71
675,35808,2024-10-09,Late Delivery,14.4
676,55135,2023-07-12,Wrong Item,46.32
677,6338,2022-10-14,Damaged,74.57
678,67350,2022-12-20,Quality Issue,17.32
679,29104,2024-04-26,Changed Mind,53.82
680,71188,2022-10-13,Late Delivery,92.78
681,28820,2025-09-20,Damaged,29.88
682,54970,2023-07-11,Changed Mind,12.51
683,49045,2023-07-20,Quality Issue,33.67
684,31672,2023-07-19,Damaged,58.66
685,26402,2023-05-17,Wrong Item,24.73
686,47537,2024-06-26,Changed Mind,49.73
687,1318,2022-07-11,Changed Mind,8.6
688,76252,2024-10-30,Damaged,32.66
689,24125,2023-09-10,Late Delivery,12.44
690,33623,2025-06-24,Wrong Item,76.45
691,68367,2023-06-10,Wrong Item,7.59
692,52517,2022-01-20,Changed Mind,79.97
693,22459,2025-09-16,Quality Issue,155.92
694,31639,2025-08-28,Wrong Item,34.83
695,35631,2023-11-28,Late Delivery,27.74
696,78341,2024-11-06,Late Delivery,92.51
697,56706,2025-10-31,Damaged,69.35
698,9006,2025-05-27,Late Delivery,65.44
699,69643,2022-05-22,Late Delivery,34.19
700,74187,2025-05-19,Late Delivery,25.6
701,64295,2024-08-11,Quality Issue,112.98
702,62974,2022-03-14,Changed Mind,92.07
703,23597,2025-08-10,Damaged,6.68
704,21094,2023-03-17,Changed Mind,22.45
705,85,2025-09-30,Wrong Item,92.05
706,35012,2023-11-13,Damaged,85.12
707,7594,2023-03-27,Quality Issue,67.72
708,29859,2025-12-25,Quality Issue,18.72
709,71065,2025-09-20,Quality Issue,10.4
710,78203,2022-06-10,Wrong Item,31.96
711,28914,2025-12-20,Late Delivery,16.09
712,42134,2024-06-23,Wrong Item,31.07
713,29410,2025-10-19,Quality Issue,2.89
714,62518,2024-09-08,Quality Issue,10.11
715,41104,2022-06-17,Late Delivery,14.75
716,68867,2023-01-04,Wrong Item,32.23
717,13663,2022-09-24,Quality Issue,224.31
718,76321,2025-01-27,Wrong Item,78.88
719,49243,2024-01-09,Quality Issue,156.22
720,74225,2023-03-14,Wrong Item,24.62
721,24664,2024-04-02,Late Delivery,47.52
722,61849,2024-10-04,Quality Issue,14.9
723,17404,2026-01-18,Quality Issue,16.42
724,70353,2022-11-26,Damaged,81.39
725,45397,2023-01-03,Late Delivery,446.25
726,23778,2022-05-03,Late Delivery,75.59
727,16692,2024-05-22,Quality Issue,43.71
728,17037,2022-12-06,Wrong Item,11.56
729,1267,2025-09-24,Late Delivery,131.66
730,46796,2023-09-27,Damaged,34.02
731,40062,2024-08-15,Late Delivery,3.81
732,5476,2023-03-19,Late Delivery,36.04
733,18835,2024-05-20,Quality Issue,139.24
734,31704,2025-07-18,Quality Issue,139.83
735,31734,2023-05-25,Changed Mind,209.96
736,71763,2024-04-11,Damaged,41.64
737,33743,2024-11-05,Wrong Item,4.04
738,46954,2025-12-20,Changed Mind,26.39
739,62693,2023-11-21,Damaged,19.25
740,11727,2022-04-07,Changed Mind,25.57
741,35699,2025-04-11,Wrong Item,81.1
742,12645,2022-10-01,Late Delivery,27.14
743,68487,2025-08-29,Quality Issue,10.17
744,72598,2022-02-23,Late Delivery,5.7
745,44900,2022-09-03,Wrong Item,40.86
746,8136,2024-10-10,Wrong Item,192.06
747,55185,2022-03-17,Changed Mind,24.48
748,28531,2025-01-21,Late Delivery,53.95
749,39861,2022-04-17,Quality Issue,79.84
750,10447,2023-02-20,Quality Issue,15.54
751,76300,2025-01-28,Late Delivery,35.98
752,29904,2023-01-09,Damaged,22.55
753,62262,2025-08-16,Quality Issue,25.54
754,35982,2022-03-18,Wrong Item,24.39
755,29179,2024-09-11,Late Delivery,20.6
756,22659,2022-12-23,Late Delivery,77.37
757,73397,2025-01-29,Damaged,56.88
758,63814,2023-06-08,Damaged,136.21
759,64689,2025-12-10,Changed Mind,24.2
760,20685,2023-03-20,Late Delivery,271.12
761,61554,2022-12-21,Wrong Item,44.76
762,24433,2022-08-31,Quality Issue,9.53
763,2676,2024-03-16,Changed Mind,9.13
764,61368,2022-04-10,Late Delivery,94.24
765,63074,2025-07-09,Quality Issue,17.48
766,46117,2023-09-11,Damaged,33.89
767,52543,2024-11-20,Quality Issue,60.39
768,60673,2022-10-28,Damaged,14.93
769,1060,2024-11-03,Late Delivery,41.82
770,30140,2022-12-22,Quality Issue,63.59
771,41241,2022-11-05,Changed Mind,76.87
772,45527,2022-02-27,Late Delivery,50.28
773,52640,2022-12-23,Quality Issue,35.24
774,48704,2025-02-14,Late Delivery,48.06
775,77725,2022-05-25,Damaged,21.11
776,73248,2022-12-18,Damaged,35.15
777,23192,2022-06-24,Changed Mind,55.83
778,38597,2023-05-18,Changed Mind,10.23
779,11437,2023-04-13,Damaged,202.61
780,30072,2025-10-01,Changed Mind,12.8
781,41854,2025-05-29,Damaged,25.35
782,35407,2025-09-02,Late Delivery,14.06
783,48880,2023-04-21,Quality Issue,69.87
784,75900,2023-12-06,Damaged,19.24
785,48015,2022-08-20,Damaged,50.66
786,63368,2022-10-04,Late Delivery,38.96
787,7748,2022-02-02,Quality Issue,16.95
788,48642,2022-01-16,Quality Issue,203.37
789,36630,2022-04-29,Wrong Item,86.4
790,25213,2024-08-23,Damaged,9.49
791,45545,2024-12-02,Changed Mind,64.13
792,55117,2023-01-09,Changed Mind,23.9
793,57560,2025-09-30,Damaged,26.15
794,12246,2023-01-31,Changed Mind,21.74
795,45858,2022-10-30,Quality Issue,26.97
796,1197,2025-10-08,Quality Issue,73.24
797,72665,2024-02-14,Wrong Item,46.55
798,25859,2022-09-12,Quality Issue,25.12
799,55141,2022-12-01,Damaged,22.74
800,46075,2023-10-12,Wrong Item,40.91
801,72096,2023-07-04,Changed Mind,16.27
802,16009,2024-05-09,Wrong Item,25.11
803,46633,2022-10-09,Wrong Item,25.22
804,36796,2022-12-15,Wrong Item,39.73
805,12149,2025-11-16,Changed Mind,86.34
806,51278,2026-02-01,Damaged,15.36
807,40414,2022-03-24,Changed Mind,8.93
808,66278,2025-06-05,Quality Issue,10.56
809,48814,2024-10-17,Late Delivery,33.59
810,16679,2023-05-18,Wrong Item,75.77
811,70020,2025-11-15,Damaged,73.97
812,7283,2024-09-02,Damaged,104.95
813,76492,2025-04-13,Quality Issue,16.85
814,19574,2022-07-06,Changed Mind,42.82
815,29323,2023-12-01,Late Delivery,64.23
816,62082,2023-06-19,Damaged,59.11
817,2897,2025-11-03,Changed Mind,11.83
818,68985,2024-05-28,Wrong Item,38.64
819,2955,2024-06-14,Late Delivery,25.61
820,57712,2025-10-23,Changed Mind,99.95
821,25510,2022-10-09,Damaged,6.03
822,67374,2024-07-05,Changed Mind,23.91
823,23332,2024-05-07,Wrong Item,25.87
824,23257,2022-05-06,Changed Mind,24.52
825,40515,2022-11-05,Wrong Item,57.6
826,8295,2023-11-22,Late Delivery,141.96
827,71095,2022-06-26,Wrong Item,29.36
828,76497,2023-04-08,Changed Mind,11.19
829,19415,2022-08-24,Quality Issue,27.96
830,22498,2025-08-23,Wrong Item,28.48
831,32280,2025-08-17,Damaged,19.89
832,25580,2022-05-05,Wrong Item,43.72
833,3289,2022-09-06,Damaged,102.28
834,40427,2024-11-15,Wrong Item,25.7
835,11618,2024-10-08,Damaged,32.61
836,20723,2024-06-21,Wrong Item,92.38
837,53176,2022-09-28,Late Delivery,7.43
838,48549,2024-11-10,Changed Mind,153.84
839,45964,2025-02-11,Wrong Item,13.23
840,36457,2025-03-06,Wrong Item,20.0
841,10127,2024-10-11,Damaged,111.49
842,9889,2023-07-01,Changed Mind,18.9
843,53487,2023-04-28,Damaged,17.86
844,16247,2023-12-15,Changed Mind,11.68
845,37652,2022-03-03,Quality Issue,84.15
846,16688,2023-10-20,Wrong Item,47.04
847,51024,2025-03-13,Changed Mind,22.02
848,13787,2022-07-24,Damaged,48.76
849,31147,2022-07-06,Quality Issue,32.15
850,41917,2022-03-20,Damaged,7.22
851,66793,2023-05-05,Wrong Item,18.17
852,3779,2022-08-14,Changed Mind,16.16
853,31946,2022-11-19,Changed Mind,14.97
854,39465,2022-05-30,Changed Mind,8.27
855,72137,2022-07-26,Wrong Item,37.37
856,30186,2025-07-12,Late Delivery,65.31
857,63563,2024-05-15,Late Delivery,91.01
858,3678,2023-09-04,Late Delivery,18.24
859,46691,2022-02-18,Damaged,54.92
860,74340,2025-12-12,Damaged,31.99
861,24993,2024-05-25,Damaged,6.69
862,53188,2023-11-17,Late Delivery,126.04
863,28331,2023-04-12,Wrong Item,17.32
864,68244,2023-02-12,Quality Issue,57.22
865,27862,2024-10-09,Wrong Item,21.76
866,30341,2022-02-07,Wrong Item,44.15
867,20943,2023-12-04,Changed Mind,6.01
868,57586,2023-06-02,Changed Mind,42.51
869,10252,2023-12-07,Late Delivery,37.96
870,26487,2022-10-07,Changed Mind,54.84
871,61008,2025-08-25,Changed Mind,3.16
872,44714,2024-05-28,Damaged,12.46
873,50098,2022-04-23,Damaged,85.71
874,38265,2024-06-14,Late Delivery,274.77
875,73045,2022-04-13,Late Delivery,77.12
876,13991,2025-06-08,Quality Issue,32.31
877,13362,2023-06-07,Late Delivery,20.93
878,27933,2023-11-27,Wrong Item,11.96
879,76852,2022-12-31,Changed Mind,6.4
880,25814,2023-02-07,Changed Mind,7.95
881,62432,2024-10-08,Changed Mind,126.55
882,65148,2023-01-14,Late Delivery,9.98
883,7000,2024-11-18,Late Delivery,22.31
884,46052,2025-09-28,Quality Issue,32.7
885,54430,2025-03-05,Wrong Item,20.27
886,32934,2024-04-18,Changed Mind,17.55
887,74607,2024-04-06,Damaged,10.58
888,75989,2024-11-19,Damaged,61.9
889,40243,2025-07-19,Changed Mind,63.02
890,65377,2025-04-01,Quality Issue,123.69
891,56052,2022-05-31,Damaged,10.74
892,50346,2023-07-10,Late Delivery,12.17
893,52528,2023-05-09,Changed Mind,94.63
894,9376,2026-01-16,Late Delivery,61.6
895,10498,2023-08-14,Changed Mind,68.11
896,45969,2024-01-15,Quality Issue,33.05
897,32312,2025-08-25,Late Delivery,9.16
898,56600,2023-04-28,Wrong Item,7.76
899,4928,2025-08-06,Wrong Item,29.13
900,29239,2024-05-24,Damaged,13.96
901,41954,2025-09-06,Changed Mind,27.75
902,26784,2024-12-30,Changed Mind,72.67
903,14127,2022-08-07,Quality Issue,36.06
904,30306,2022-12-05,Late Delivery,37.87
905,71496,2023-12-25,Changed Mind,12.59
906,69231,2023-10-28,Damaged,147.91
907,49551,2023-12-06,Quality Issue,125.54
908,12718,2022-12-13,Changed Mind,23.46
909,59508,2025-01-19,Wrong Item,10.95
910,30507,2022-07-17,Quality Issue,20.98
911,74286,2025-12-31,Damaged,41.76
912,56970,2024-10-26,Quality Issue,60.7
913,44857,2022-07-03,Quality Issue,10.92
914,49627,2022-11-13,Wrong Item,30.3
915,21135,2024-02-19,Damaged,13.2
916,11236,2022-10-15,Wrong Item,19.83
917,36673,2023-05-24,Late Delivery,59.04
918,14059,2025-09-02,Quality Issue,155.05
919,54353,2023-09-21,Wrong Item,17.46
920,58893,2022-10-31,Changed Mind,70.63
921,41049,2025-10-24,Damaged,147.36
922,10905,2025-04-01,Damaged,6.8
923,59237,2024-04-01,Late Delivery,55.11
924,27673,2025-07-31,Damaged,55.67
925,17125,2024-11-21,Late Delivery,31.67
926,41690,2024-11-13,Quality Issue,95.42
927,8058,2024-06-04,Changed Mind,71.96
928,42700,2025-03-20,Changed Mind,9.61
929,44708,2022-05-11,Damaged,21.91
930,59625,2022-12-10,Quality Issue,48.32
931,5863,2025-05-05,Quality Issue,22.65
932,19425,2023-02-10,Wrong Item,10.06
933,11714,2023-08-16,Late Delivery,23.05
934,72165,2023-05-19,Damaged,106.16
935,60432,2025-04-01,Late Delivery,100.04
936,8382,2023-04-10,Damaged,55.94
937,5080,2024-03-25,Late Delivery,107.52
938,6475,2023-09-07,Damaged,15.06
939,70079,2023-03-07,Changed Mind,94.9
940,53406,2024-05-09,Wrong Item,25.7
941,58344,2025-12-17,Quality Issue,24.92
942,43610,2024-01-16,Quality Issue,34.04
943,71739,2026-01-26,Wrong Item,68.27
944,28043,2024-07-08,Damaged,78.14
945,38232,2024-02-03,Quality Issue,3.21
946,66684,2022-02-21,Damaged,26.9
947,25058,2023-12-13,Quality Issue,61.6
948,35212,2022-01-19,Quality Issue,30.15
949,50371,2024-10-31,Late Delivery,66.28
950,51503,2022-05-25,Wrong Item,76.88
951,25581,2025-10-08,Late Delivery,28.79
952,57063,2025-08-14,Late Delivery,10.46
953,70585,2022-10-16,Quality Issue,26.71
954,68049,2022-10-03,Changed Mind,44.57
955,1947,2022-05-11,Late Delivery,18.17
956,47982,2023-10-11,Wrong Item,13.11
957,41460,2025-04-25,Wrong Item,44.55
958,52141,2023-02-07,Damaged,12.48
959,55691,2024-02-17,Damaged,17.54
960,45487,2023-06-21,Damaged,102.56
961,63178,2023-01-21,Quality Issue,12.36
962,73870,2023-01-28,Changed Mind,17.26
963,50909,2024-05-12,Quality Issue,30.91
964,41931,2022-03-01,Damaged,19.74
965,54843,2023-04-29,Late Delivery,10.32
966,77347,2022-10-17,Wrong Item,27.78
967,24579,2022-06-11,Wrong Item,45.48
968,75774,2023-03-02,Quality Issue,16.22
969,45017,2025-05-29,Changed Mind,45.73
970,59543,2024-02-02,Damaged,130.82
971,43492,2023-08-31,Changed Mind,28.28
972,29096,2025-07-26,Quality Issue,28.02
973,7509,2025-01-24,Late Delivery,62.33
974,51975,2025-09-18,Wrong Item,120.66
975,25366,2025-05-11,Late Delivery,22.04
976,44345,2024-01-01,Late Delivery,224.23
977,44013,2023-12-21,Late Delivery,23.85
978,70437,2024-08-17,Late Delivery,37.79
979,55489,2022-02-06,Late Delivery,266.91
980,10095,2025-06-16,Wrong Item,31.41
981,66637,2023-05-10,Late Delivery,25.03
982,50925,2024-04-15,Changed Mind,11.61
983,60528,2025-03-08,Damaged,118.4
984,5895,2023-03-03,Damaged,30.88
985,30984,2024-08-30,Wrong Item,534.79
986,27356,2023-09-11,Quality Issue,45.78
987,63438,2023-06-25,Late Delivery,39.09
988,36098,2022-06-08,Wrong Item,73.73
989,7068,2023-09-01,Wrong Item,57.68
990,69545,2023-01-14,Late Delivery,18.46
991,45394,2025-06-15,Late Delivery,165.86
992,41134,2022-02-24,Damaged,15.8
993,19010,2025-07-24,Quality Issue,8.34
994,8461,2025-01-28,Late Delivery,25.61
995,62290,2025-12-25,Late Delivery,54.02
996,45563,2024-08-01,Damaged,15.16
997,53354,2024-05-13,Late Delivery,113.61
998,48134,2023-09-11,Late Delivery,100.69
999,66714,2025-02-10,Changed Mind,21.79
1000,76062,2024-09-05,Wrong Item,40.03
1001,41753,2022-12-12,Quality Issue,37.26
1002,62449,2023-12-24,Damaged,29.88
1003,487,2023-08-11,Quality Issue,7.34
1004,69676,2022-02-14,Changed Mind,59.64
1005,68986,2024-05-07,Quality Issue,84.07
1006,57195,2026-01-18,Late Delivery,124.07
1007,63458,2023-03-19,Quality Issue,9.52
1008,32236,2022-04-30,Damaged,65.1
1009,70322,2024-03-20,Changed Mind,63.35
1010,14515,2023-07-16,Damaged,35.07
1011,17641,2022-11-29,Wrong Item,55.36
1012,57973,2022-04-01,Changed Mind,17.67
1013,29080,2022-03-29,Changed Mind,25.3
1014,56260,2022-04-30,Changed Mind,257.26
1015,9488,2022-09-24,Late Delivery,32.17
1016,19532,2024-11-16,Changed Mind,11.09
1017,68937,2022-07-14,Wrong Item,17.98
1018,31248,2024-03-20,Damaged,51.53
1019,41816,2023-03-23,Damaged,26.77
1020,40572,2022-01-26,Wrong Item,10.5
1021,23852,2022-08-15,Damaged,32.67
1022,46389,2024-02-23,Changed Mind,13.17
1023,56814,2022-10-09,Quality Issue,27.11
1024,64257,2024-08-25,Changed Mind,13.86
1025,33958,2024-03-26,Late Delivery,11.72
1026,54468,2025-11-08,Quality Issue,55.08
1027,45633,2022-07-27,Late Delivery,38.6
1028,20087,2025-08-06,Changed Mind,58.86
1029,45257,2025-02-20,Quality Issue,99.1
1030,68561,2025-09-14,Changed Mind,5.58
1031,46922,2025-10-27,Wrong Item,60.02
1032,50583,2023-07-09,Wrong Item,11.38
1033,16712,2024-04-27,Changed Mind,21.94
1034,54507,2022-11-28,Wrong Item,40.99
1035,56138,2022-10-15,Quality Issue,44.04
1036,40976,2022-05-02,Quality Issue,61.09
1037,76948,2024-10-16,Quality Issue,3.61
1038,22797,2025-10-30,Changed Mind,36.69
1039,13258,2023-12-15,Changed Mind,159.87
1040,27483,2024-05-05,Late Delivery,13.98
1041,24415,2024-04-02,Changed Mind,8.64
1042,15674,2022-01-30,Wrong Item,20.08
1043,57775,2024-12-03,Changed Mind,46.97
1044,24160,2022-07-08,Damaged,104.2
1045,19695,2025-01-17,Quality Issue,11.63
1046,35314,2023-12-15,Late Delivery,25.84
1047,22632,2024-04-19,Wrong Item,14.97
1048,43895,2022-10-21,Changed Mind,94.89
1049,8014,2024-01-11,Late Delivery,18.7
1050,4568,2024-02-20,Wrong Item,22.9
1051,26759,2023-11-16,Damaged,13.56
1052,51815,2022-03-06,Quality Issue,20.16
1053,5603,2023-10-05,Late Delivery,17.82
1054,25603,2025-04-20,Damaged,27.48
1055,55011,2022-10-31,Damaged,6.82
1056,58586,2025-06-08,Damaged,12.95
1057,67759,2023-11-25,Quality Issue,5.27
1058,68291,2022-08-30,Damaged,31.47
1059,21617,2025-05-19,Quality Issue,29.61
1060,3508,2022-03-01,Damaged,58.36
1061,49377,2024-04-08,Damaged,111.68
1062,77855,2023-11-27,Late Delivery,120.25
1063,71407,2022-10-17,Quality Issue,8.68
1064,31434,2022-04-01,Quality Issue,68.0
1065,4159,2024-08-23,Wrong Item,11.43
1066,17868,2025-02-08,Changed Mind,22.01
1067,74631,2024-12-02,Quality Issue,53.5
1068,47062,2022-12-03,Damaged,111.25
1069,65739,2022-02-13,Quality Issue,11.31
1070,2320,2023-03-23,Changed Mind,28.96
1071,77902,2024-09-06,Late Delivery,72.47
1072,7615,2024-03-30,Quality Issue,105.03
1073,5626,2024-03-08,Wrong Item,89.11
1074,17433,2022-08-05,Late Delivery,20.0
1075,46273,2025-12-26,Changed Mind,20.61
1076,23014,2023-06-05,Late Delivery,59.52
1077,33294,2024-02-23,Quality Issue,292.6
1078,65115,2023-03-22,Quality Issue,38.32
1079,36997,2024-02-24,Changed Mind,186.87
1080,49760,2023-10-09,Late Delivery,35.18
1081,20506,2025-11-07,Damaged,73.64
1082,4230,2025-03-12,Damaged,45.34
1083,50322,2024-06-19,Damaged,17.27
1084,54333,2022-05-13,Wrong Item,76.73
1085,55334,2023-02-26,Late Delivery,29.15
1086,3620,2022-10-19,Wrong Item,51.74
1087,40801,2026-01-25,Late Delivery,3.03
1088,16280,2025-10-05,Late Delivery,28.22
1089,60392,2024-04-16,Damaged,16.51
1090,71922,2023-05-18,Late Delivery,6.29
1091,34766,2022-05-16,Wrong Item,58.33
1092,70354,2024-05-18,Changed Mind,39.9
1093,61180,2025-10-25,Late Delivery,14.02
1094,69025,2025-01-12,Late Delivery,90.45
1095,30194,2023-10-23,Late Delivery,27.8
1096,638,2024-08-15,Quality Issue,150.63
1097,76052,2024-09-25,Quality Issue,13.89
1098,56406,2022-09-25,Late Delivery,30.2
1099,32898,2024-12-06,Quality Issue,22.27
1100,62272,2024-07-12,Quality Issue,16.87
1101,35479,2023-02-26,Late Delivery,49.22
1102,19308,2023-02-05,Late Delivery,107.28
1103,35902,2024-04-12,Late Delivery,81.71
1104,1844,2022-05-13,Wrong Item,46.33
1105,47061,2023-08-08,Late Delivery,12.88
1106,45909,2026-01-12,Wrong Item,35.04
1107,8356,2025-05-25,Quality Issue,76.87
1108,17224,2024-07-05,Late Delivery,58.3
1109,54167,2024-06-30,Damaged,63.26
1110,57824,2022-08-06,Damaged,35.42
1111,3135,2023-10-12,Changed Mind,223.3
1112,37269,2023-08-27,Quality Issue,199.54
1113,35017,2025-03-31,Changed Mind,101.09
1114,41635,2024-11-10,Changed Mind,11.88
1115,14645,2022-10-30,Changed Mind,14.41
1116,40359,2023-03-24,Changed Mind,33.87
1117,29180,2023-04-02,Quality Issue,50.26
1118,38281,2022-11-21,Quality Issue,51.79
1119,68754,2023-01-01,Late Delivery,93.11
1120,13817,2023-12-09,Quality Issue,27.72
1121,62170,2023-02-16,Late Delivery,89.33
1122,49982,2025-09-15,Quality Issue,119.69
1123,13797,2024-09-10,Quality Issue,68.12
1124,35726,2022-09-16,Damaged,132.77
1125,38308,2022-09-09,Damaged,31.67
1126,36528,2022-07-07,Late Delivery,71.02
1127,14857,2023-12-17,Wrong Item,129.81
1128,17582,2022-10-28,Damaged,50.86
1129,28618,2024-03-21,Damaged,124.57
1130,50103,2024-12-11,Wrong Item,96.59
1131,18401,2025-02-05,Changed Mind,7.78
1132,56055,2023-04-24,Late Delivery,31.22
1133,36846,2025-08-29,Damaged,85.57
1134,12880,2022-02-15,Changed Mind,9.81
1135,30059,2024-08-23,Quality Issue,400.78
1136,70377,2022-12-30,Damaged,11.43
1137,54644,2025-12-06,Damaged,10.78
1138,38408,2025-10-12,Quality Issue,178.09
1139,73530,2022-03-17,Quality Issue,32.14
1140,36371,2025-05-01,Wrong Item,46.2
1141,12951,2022-03-13,Changed Mind,38.87
1142,63201,2024-01-23,Damaged,13.41
1143,35944,2022-11-03,Changed Mind,208.84
1144,70208,2024-06-13,Wrong Item,79.07
1145,50074,2022-08-06,Late Delivery,26.01
1146,40323,2023-07-10,Changed Mind,16.64
1147,55067,2026-01-02,Damaged,20.21
1148,2700,2023-05-11,Late Delivery,42.01
1149,72674,2026-01-16,Quality Issue,7.56
1150,8125,2024-09-28,Wrong Item,7.71
1151,37646,2023-06-23,Quality Issue,118.11
1152,63895,2022-02-22,Late Delivery,9.33
1153,4485,2023-04-19,Late Delivery,16.87
1154,894,2025-09-10,Late Delivery,24.73
1155,12860,2024-01-24,Quality Issue,46.34
1156,69692,2023-05-24,Late Delivery,22.11
